ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,sessions_per_day,km_per_drive,total_navigations,favorite_ratio,driving_consistency,inactive_days,inactive_ratio,device_android
7977,churned,110,110,225.4732398,714,209,29,2240.371618,884.6034099,2,2,iPhone,55.0,20.36701470909091,238,1.0,1.0,712,0.9971988795518208,0
7978,,21,19,40.71206147,1242,18,44,2155.266876,1351.696047,26,25,iPhone,0.8076923076923077,113.43509873684212,62,1.0,0.9615384615384616,1216,0.9790660225442834,0
7979,retained,83,71,149.1739874,1376,25,0,5493.336783,4460.947723,13,12,iPhone,6.384615384615385,77.3709406056338,25,1.0,0.9230769230769232,1363,0.9905523255813954,0
7980,retained,48,40,113.5658109,2324,35,0,2129.130515,992.095214,11,11,Android,4.363636363636363,53.228262875,35,1.0,1.0,2313,0.9952667814113596,1
7981,retained,177,142,188.3117702,307,0,0,7402.788031,1314.704165,20,16,iPhone,8.85,52.13231007746479,0,0.0,0.8,287,0.9348534201954396,0
7982,retained,215,172,417.6173091,1055,185,55,1558.7676,1138.868472,19,12,Android,11.31578947368421,9.062602325581397,240,1.0,0.631578947368421,1036,0.9819905213270144,1
7983,churned,117,95,224.424963,522,0,0,4729.82715,935.0855858,17,16,Android,6.882352941176471,49.78765421052632,0,0.0,0.9411764705882352,505,0.9674329501915708,1
7984,retained,51,49,210.3705149,2561,361,0,2852.505571,1061.929286,22,17,iPhone,2.3181818181818183,58.21439940816327,361,1.0,0.7727272727272727,2539,0.9914096056228036,0
7985,retained,119,101,167.9414184,1265,225,0,6678.233184,4360.967399,17,14,Android,7.0,66.12112063366337,225,1.0,0.8235294117647058,1248,0.9865612648221344,1
7986,retained,107,87,220.6926024,2496,17,0,2882.518621,1328.126513,5,5,iPhone,21.4,33.13239794252874,17,1.0,1.0,2491,0.9979967948717948,0
7987,retained,3,3,12.60301514,3088,0,23,3396.365396,2224.336561,14,10,iPhone,0.2142857142857142,1132.1217986666668,23,1.0,0.7142857142857143,3074,0.9954663212435232,0
7988,retained,84,77,193.2496175,3409,0,0,3223.508062,1742.583218,26,24,Android,3.230769230769231,41.86374106493506,0,0.0,0.9230769230769232,3383,0.992373129950132,1
7989,retained,381,305,467.2022809,1131,54,0,2223.472711,728.1684875,19,16,iPhone,20.05263157894737,7.290074462295082,54,1.0,0.8421052631578947,1112,0.9832007073386384,0
7990,retained,80,64,139.8566304,1403,74,5,2913.370042,1539.289057,9,3,iPhone,8.88888888888889,45.52140690625,79,1.0,0.3333333333333333,1394,0.993585174625802,0
7991,retained,101,82,161.5853468,1149,0,50,3500.29107,2388.873106,26,24,Android,3.8846153846153846,42.68647646341464,50,1.0,0.9230769230769232,1123,0.9773716275021758,1
7992,retained,371,297,501.7870981,3085,0,20,1954.963413,958.9528602,3,3,iPhone,123.66666666666669,6.582368393939394,20,1.0,1.0,3082,0.9990275526742302,0
7993,,36,36,741.4715587,2947,70,62,1670.663342,1089.388464,12,12,Android,3.0,46.40731505555556,132,1.0,1.0,2935,0.995928062436376,1
7994,churned,92,75,250.6589894,221,104,0,2150.900308,713.9229421,10,5,iPhone,9.2,28.678670773333337,104,1.0,0.5,211,0.9547511312217196,0
7995,retained,69,60,116.1417744,1806,155,0,4843.394458,3184.408508,7,7,iPhone,9.857142857142858,80.72324096666667,155,1.0,1.0,1799,0.996124031007752,0
7996,churned,24,21,76.11681239,2273,13,31,3541.5982,2049.320196,8,6,Android,3.0,168.64753333333334,44,1.0,0.75,2265,0.996480422349318,1
7997,retained,146,118,163.1611624,2442,0,0,4999.172927,2784.006257,11,11,iPhone,13.272727272727272,42.36587226271186,0,0.0,1.0,2431,0.9954954954954957,0
7998,retained,12,11,13.85032783,1344,0,0,3400.555026,1045.093046,14,12,Android,0.8571428571428571,309.141366,0,0.0,0.8571428571428571,1330,0.9895833333333334,1
7999,churned,49,39,323.2369919,1187,128,0,3116.254389,967.1698656,2,0,iPhone,24.5,79.9039586923077,128,1.0,0.0,1185,0.9983150800336984,0
8000,retained,60,48,68.27242928,556,42,73,1848.437511,360.9562307,2,2,Android,30.0,38.5091148125,115,1.0,1.0,554,0.9964028776978416,1
8001,retained,18,18,73.45227597,2581,85,0,3390.020219,1550.38402,15,13,Android,1.2,188.3344566111111,85,1.0,0.8666666666666667,2566,0.9941882991088724,1
8002,retained,54,43,60.19398077,1522,38,0,5998.993021,488.4589337,30,20,iPhone,1.8,139.51146560465116,38,1.0,0.6666666666666666,1492,0.9802890932982916,0
8003,retained,101,83,414.4359536,686,87,80,2707.445142,1246.163198,2,0,Android,50.5,32.619820987951805,167,1.0,0.0,684,0.9970845481049564,1
8004,retained,106,88,391.346687,2028,0,0,4705.904144,3516.617982,12,12,Android,8.833333333333334,53.476183454545456,0,0.0,1.0,2016,0.9940828402366864,1
8005,retained,72,59,89.73613806,2964,53,19,4072.641245,2745.607811,6,6,iPhone,12.0,69.0278177118644,72,1.0,1.0,2958,0.9979757085020244,0
8006,,1,1,83.62308511,323,130,40,7146.635409,2980.240581,8,8,iPhone,0.125,7146.635409,170,1.0,1.0,315,0.9752321981424148,0
8007,churned,13,13,210.5055506,918,320,129,6195.070664,2631.535658,20,15,iPhone,0.65,476.5438972307692,449,1.0,0.75,898,0.9782135076252724,0
8008,retained,214,173,224.8657423,2934,98,199,4018.827114,856.0907889,22,14,iPhone,9.727272727272728,23.23021453179191,297,1.0,0.6363636363636364,2912,0.992501704158146,0
8009,retained,13,11,120.5856912,865,0,127,4945.117067,3977.217217,5,5,Android,2.6,449.556097,127,1.0,1.0,860,0.9942196531791908,1
8010,retained,14,11,245.8122451,2985,0,0,1838.304366,1472.082543,16,16,iPhone,0.875,167.11857872727273,0,0.0,1.0,2969,0.99463986599665,0
8011,retained,49,44,126.3282342,1222,312,61,4867.033378,2300.635725,23,22,iPhone,2.130434782608696,110.61439495454546,373,1.0,0.9565217391304348,1199,0.9811783960720132,0
8012,retained,29,24,71.99363394,2597,137,29,4714.339555,2810.696775,6,3,iPhone,4.833333333333333,196.43081479166665,166,1.0,0.5,2591,0.9976896418944936,0
8013,retained,37,34,43.91859851,3396,0,211,5132.960895,2274.812977,5,2,Android,7.4,150.9694380882353,211,1.0,0.4,3391,0.998527679623086,1
8014,churned,113,113,159.8902828,2052,249,1,4162.03305,2416.214774,1,1,iPhone,113.0,36.83215088495575,250,1.0,1.0,2051,0.999512670565302,0
8015,retained,30,24,162.8107487,2122,57,16,4496.873391,1409.619764,26,16,iPhone,1.1538461538461535,187.369724625,73,1.0,0.6153846153846154,2096,0.9877474081055608,0
8016,retained,71,57,114.5656095,466,273,37,4743.1212,2029.668961,24,17,iPhone,2.958333333333333,83.21265263157893,310,1.0,0.7083333333333334,442,0.9484978540772532,0
8017,churned,38,31,102.1292506,2781,203,0,6545.320536,1275.539913,19,15,iPhone,2.0,211.13937212903227,203,1.0,0.7894736842105263,2762,0.99316792520676,0
8018,retained,95,78,507.9676418,1886,162,0,5461.989716,2705.499821,21,16,iPhone,4.523809523809524,70.02550917948717,162,1.0,0.7619047619047619,1865,0.9888653234358432,0
8019,retained,3,3,50.30923671,1321,0,9,2095.974468,1175.437847,28,19,iPhone,0.1071428571428571,698.658156,9,1.0,0.6785714285714286,1293,0.9788039364118092,0
8020,churned,50,41,342.425764,2201,188,116,4701.244882,179.2510867,2,2,Android,25.0,114.66450931707315,304,1.0,1.0,2199,0.9990913221263062,1
8021,retained,5,5,12.80093428,2467,152,71,1846.661755,1346.135952,13,13,iPhone,0.3846153846153846,369.332351,223,1.0,1.0,2454,0.9947304418321848,0
8022,retained,30,24,54.31086362,2112,68,21,3167.787231,704.8590615,9,8,iPhone,3.333333333333333,131.991134625,89,1.0,0.8888888888888888,2103,0.9957386363636364,0
8023,retained,88,88,144.7298298,1023,0,144,5836.301996,2556.382126,29,26,iPhone,3.034482758620689,66.3216135909091,144,1.0,0.896551724137931,994,0.9716520039100685,0
8024,churned,31,29,266.5645233,99,82,81,2334.842434,1337.653831,16,14,Android,1.9375,80.51180806896552,163,1.0,0.875,83,0.8383838383838383,1
8025,retained,9,9,21.91323953,174,150,37,3896.559604,2315.676998,19,19,Android,0.4736842105263157,432.9510671111111,187,1.0,1.0,155,0.8908045977011494,1
8026,,48,39,272.7580455,1029,49,1,8990.211093,1065.407503,27,25,Android,1.7777777777777777,230.51823315384613,50,1.0,0.925925925925926,1002,0.9737609329446064,1
8027,churned,25,21,336.6493786,1269,111,24,1256.996239,976.2840046,11,11,Android,2.272727272727273,59.856963761904765,135,1.0,1.0,1258,0.991331757289204,1
8028,retained,208,171,288.1594103,1953,44,20,14657.24357,1294.568714,22,20,iPhone,9.454545454545457,85.71487467836258,64,1.0,0.9090909090909092,1931,0.9887352790578596,0
8029,retained,65,52,308.4391086,2173,2,31,942.367195,743.1333837,24,16,iPhone,2.708333333333333,18.122446057692308,33,1.0,0.6666666666666666,2149,0.9889553612517256,0
8030,retained,16,16,28.07616513,408,13,0,2616.943134,1587.928204,25,23,Android,0.64,163.558945875,13,1.0,0.92,383,0.9387254901960784,1
8031,churned,204,163,448.4181431,2232,180,81,3204.872909,2526.890193,13,8,Android,15.692307692307692,19.661796987730064,261,1.0,0.6153846153846154,2219,0.9941756272401434,1
8032,retained,91,74,161.2207528,1377,156,16,8582.06799,5652.318211,20,12,Android,4.55,115.97389175675676,172,1.0,0.6,1357,0.9854756717501816,1
8033,retained,16,16,106.317727,3487,181,43,2480.593878,880.4703672,9,8,iPhone,1.7777777777777777,155.037117375,224,1.0,0.8888888888888888,3478,0.9974189848006882,0
8034,retained,48,38,230.5957343,499,24,1,2617.97569,826.994496,20,16,iPhone,2.4,68.89409710526316,25,1.0,0.8,479,0.9599198396793588,0
8035,churned,30,30,112.9682364,1280,201,0,4231.579231,3402.457872,0,0,iPhone,inf,141.05264103333332,201,1.0,0.0,1280,1.0,0
8036,retained,164,134,228.2035548,152,349,31,2001.827453,153.116192,23,17,Android,7.130434782608695,14.939010843283585,380,1.0,0.7391304347826086,129,0.8486842105263158,1
8037,retained,3,3,188.9130377,3337,0,20,2087.857804,1561.713732,10,8,Android,0.3,695.9526013333334,20,1.0,0.8,3327,0.9970032963739888,1
8038,retained,6,5,63.13255141,2002,48,21,4290.25389,2676.158977,12,5,Android,0.5,858.050778,69,1.0,0.4166666666666667,1990,0.994005994005994,1
8039,retained,131,106,294.6046067,1919,0,0,4558.32729,2903.981217,2,2,iPhone,65.5,43.00308764150944,0,0.0,1.0,1917,0.9989577905158936,0
8040,retained,115,92,221.739004,3411,381,11,3680.128596,2652.392662,24,19,Android,4.791666666666667,40.0013977826087,392,1.0,0.7916666666666666,3387,0.9929639401934915,1
8041,retained,43,35,103.9378346,3474,436,265,5080.628258,335.1241015,21,17,iPhone,2.0476190476190474,145.16080737142858,701,1.0,0.8095238095238095,3453,0.9939550949913644,0
8042,retained,150,140,205.9686391,211,0,67,4283.714115,2111.38298,9,8,iPhone,16.666666666666668,30.597957964285712,67,1.0,0.8888888888888888,202,0.957345971563981,0
8043,retained,52,42,210.0040277,1363,111,21,2252.431922,692.8798638,30,27,iPhone,1.7333333333333334,53.62933147619048,132,1.0,0.9,1333,0.9779897285399852,0
8044,retained,132,106,153.2533451,3488,0,76,6236.508172,4166.508408,23,21,Android,5.739130434782608,58.83498275471698,76,1.0,0.9130434782608696,3465,0.9934059633027524,1
8045,retained,131,104,173.8336812,3031,157,0,1048.614834,482.8474202,21,12,iPhone,6.238095238095238,10.082834942307692,157,1.0,0.5714285714285714,3010,0.9930715935334872,0
8046,retained,171,140,176.694482,1536,66,48,7984.90413,2622.762056,9,9,iPhone,19.0,57.0350295,114,1.0,1.0,1527,0.994140625,0
8047,,32,32,55.86553999,2267,11,0,2138.547306,842.6564111,16,13,iPhone,2.0,66.8296033125,11,1.0,0.8125,2251,0.9929422143802382,0
8048,,161,161,308.5790055,118,326,0,7721.711639,2488.441711,9,9,Android,17.88888888888889,47.960941857142856,326,1.0,1.0,109,0.923728813559322,1
8049,retained,27,23,31.64516127,2464,31,0,5860.91363,2964.650703,22,18,iPhone,1.2272727272727273,254.82233173913045,31,1.0,0.8181818181818182,2442,0.9910714285714286,0
8050,retained,100,81,101.8189174,478,53,19,4204.644678,1738.721089,7,2,Android,14.285714285714286,51.909193555555554,72,1.0,0.2857142857142857,471,0.9853556485355648,1
8051,retained,43,39,63.05130137,3055,0,60,1710.359817,1093.698925,11,4,Android,3.909090909090909,43.85537992307693,60,1.0,0.3636363636363636,3044,0.9963993453355156,1
8052,retained,27,27,65.56632321,1118,29,83,4169.44676,1692.968374,16,15,iPhone,1.6875,154.42395407407406,112,1.0,0.9375,1102,0.9856887298747764,0
8053,retained,12,12,108.8925545,1659,46,4,3603.28788,2106.241545,16,13,iPhone,0.75,300.27399,50,1.0,0.8125,1643,0.9903556359252562,0
8054,retained,35,29,60.65049109,2149,88,0,6536.708532,5402.13649,11,4,iPhone,3.1818181818181817,225.40374248275864,88,1.0,0.3636363636363636,2138,0.9948813401582132,0
8055,retained,73,59,261.8230017,1322,9,25,5193.545523,2776.317942,30,21,iPhone,2.433333333333333,88.02619530508474,34,1.0,0.7,1292,0.9773071104387292,0
8056,retained,204,165,615.1873083,1941,573,0,3314.347662,1819.664124,7,7,iPhone,29.142857142857142,20.08695552727273,573,1.0,1.0,1934,0.996393611540443,0
8057,retained,75,61,88.27620195,2862,1,0,3222.442552,2611.519983,5,3,iPhone,15.0,52.82692708196721,1,1.0,0.6,2857,0.9982529699510831,0
8058,retained,21,17,47.60715828,1457,271,62,4635.984543,3435.212754,9,2,iPhone,2.333333333333333,272.70497311764706,333,1.0,0.2222222222222222,1448,0.9938229238160604,0
8059,retained,0,0,19.69488043,3370,534,12,6279.38377,5013.236551,15,15,iPhone,0.0,inf,546,1.0,1.0,3355,0.9955489614243324,0
8060,retained,111,89,215.3258928,1768,127,85,5267.907493,1882.008799,28,19,iPhone,3.9642857142857135,59.18997183146067,212,1.0,0.6785714285714286,1740,0.9841628959276018,0
8061,retained,32,26,191.368402,3069,376,0,2445.783577,1112.388962,25,19,Android,1.28,94.0685991153846,376,1.0,0.76,3044,0.9918540241120888,1
8062,retained,3,3,54.6814304,318,108,97,4671.709709,3622.621665,16,14,iPhone,0.1875,1557.2365696666666,205,1.0,0.875,302,0.949685534591195,0
8063,retained,157,126,199.4018631,1159,382,7,5292.469704,3894.956127,17,17,Android,9.235294117647058,42.00372780952381,389,1.0,1.0,1142,0.9853321829163072,1
8064,retained,72,72,208.864404,2749,0,0,3201.184982,459.4383115,29,25,Android,2.4827586206896552,44.46090252777778,0,0.0,0.8620689655172413,2720,0.9894507093488542,1
8065,retained,150,122,339.0865113,2093,24,0,4084.053135,1924.358353,31,20,Android,4.838709677419355,33.47584536885246,24,1.0,0.6451612903225806,2062,0.985188724319159,1
8066,churned,60,60,138.0860298,240,154,273,3839.187977,1256.598739,5,3,iPhone,12.0,63.986466283333336,427,1.0,0.6,235,0.9791666666666666,0
8067,retained,30,30,80.07677148,2245,0,0,5714.160669,4132.347948,19,17,Android,1.5789473684210529,190.4720223,0,0.0,0.8947368421052632,2226,0.9915367483296214,1
8068,churned,73,66,213.8622327,1535,309,42,2490.057668,1321.478089,3,0,iPhone,24.33333333333333,37.72814648484848,351,1.0,0.0,1532,0.9980456026058632,0
8069,retained,87,71,211.3847209,283,0,98,4018.432805,478.2454146,29,23,iPhone,3.0,56.59764514084507,98,1.0,0.7931034482758621,254,0.8975265017667845,0
8070,retained,11,11,169.5316131,2916,76,0,2533.435497,1961.921167,12,9,iPhone,0.9166666666666666,230.3123179090909,76,1.0,0.75,2904,0.9958847736625516,0
8071,retained,59,49,95.84042455,2749,14,54,2344.127269,1722.114965,15,15,iPhone,3.933333333333333,47.839332020408165,68,1.0,1.0,2734,0.9945434703528556,0
8072,retained,60,51,179.3176077,893,0,34,8903.870017,1197.524504,17,16,Android,3.5294117647058822,174.58568660784312,34,1.0,0.9411764705882352,876,0.980963045912654,1
8073,retained,16,13,278.5696222,2821,30,0,5284.903986,949.9435042,20,15,Android,0.8,406.5310758461538,30,1.0,0.75,2801,0.9929103154909606,1
8074,retained,18,18,256.453309,31,27,8,7303.453132,3501.714318,23,19,iPhone,0.782608695652174,405.7473962222222,35,1.0,0.8260869565217391,8,0.2580645161290322,0
8075,retained,134,109,250.3252094,244,0,174,2293.370234,572.1758145,30,28,iPhone,4.466666666666667,21.040093889908256,174,1.0,0.9333333333333332,214,0.8770491803278688,0
8076,retained,213,177,343.6742548,490,630,8,3492.167121,1531.934305,23,19,iPhone,9.26086956521739,19.72975774576271,638,1.0,0.8260869565217391,467,0.953061224489796,0
8077,retained,167,137,358.1315619,147,121,135,9709.806986,1352.762343,29,25,Android,5.758620689655173,70.87450354744526,256,1.0,0.8620689655172413,118,0.8027210884353742,1
8078,retained,99,80,111.1513865,1062,256,261,3089.203434,2270.768744,14,12,iPhone,7.071428571428571,38.615042925,517,1.0,0.8571428571428571,1048,0.9868173258003766,0
8079,retained,103,84,204.1391735,3029,74,0,4216.841371,2927.902213,9,3,iPhone,11.444444444444445,50.20049251190477,74,1.0,0.3333333333333333,3020,0.9970287223506108,0
8080,churned,8,8,42.19074119,543,392,0,1728.313337,1110.458753,15,7,iPhone,0.5333333333333333,216.039167125,392,1.0,0.4666666666666667,528,0.9723756906077348,0
8081,retained,146,117,147.565744,1944,211,5,4427.454784,2768.98031,3,3,iPhone,48.66666666666666,37.84149388034188,216,1.0,1.0,1941,0.9984567901234568,0
8082,retained,115,99,272.5622531,2477,224,0,2733.169082,2034.091671,30,20,Android,3.8333333333333335,27.607768505050505,224,1.0,0.6666666666666666,2447,0.9878885748889786,1
8083,retained,81,81,168.1692841,2336,178,4,1556.606955,282.27969,11,9,Android,7.363636363636363,19.217369814814816,182,1.0,0.8181818181818182,2325,0.995291095890411,1
8084,retained,170,136,177.7084112,695,77,140,11820.10112,6806.248362,15,9,Android,11.333333333333334,86.91250823529411,217,1.0,0.6,680,0.9784172661870504,1
8085,retained,68,54,119.0112405,2285,258,0,3233.221763,1920.456364,18,11,iPhone,3.7777777777777777,59.87447709259259,258,1.0,0.6111111111111112,2267,0.9921225382932166,0
8086,retained,72,62,180.685637,930,0,12,2673.498848,1463.782089,9,9,iPhone,8.0,43.120949161290326,12,1.0,1.0,921,0.9903225806451612,0
8087,retained,26,22,39.85652115,998,0,0,1318.271475,738.1208476,13,13,iPhone,2.0,59.92143068181818,0,0.0,1.0,985,0.9869739478957916,0
8088,retained,108,90,130.4534537,2350,84,0,2699.990771,936.3073116,20,19,iPhone,5.4,29.99989745555556,84,1.0,0.95,2330,0.9914893617021276,0
8089,retained,171,143,479.3429098,3025,171,97,1890.920313,551.9046517,11,7,iPhone,15.545454545454543,13.223218972027972,268,1.0,0.6363636363636364,3014,0.9963636363636365,0
8090,retained,100,80,153.9939677,326,61,52,2180.411498,653.6900613,24,19,Android,4.166666666666667,27.255143725,113,1.0,0.7916666666666666,302,0.9263803680981596,1
8091,,45,38,176.1400236,849,28,0,4727.242919,2902.333158,27,23,iPhone,1.6666666666666667,124.40112944736843,28,1.0,0.8518518518518519,822,0.9681978798586572,0
8092,,36,29,70.7588386,3270,0,0,6756.209101,5120.780069,14,6,iPhone,2.571428571428572,232.97272762068968,0,0.0,0.4285714285714285,3256,0.9957186544342508,0
8093,retained,122,98,158.8522192,3188,235,42,1541.624051,512.7630179,2,2,iPhone,61.0,15.730857663265306,277,1.0,1.0,3186,0.9993726474278544,0
8094,retained,7,6,256.0878001,3054,55,23,6776.564751,2785.976958,29,21,Android,0.2413793103448276,1129.4274585,78,1.0,0.7241379310344828,3025,0.9905042567125082,1
8095,churned,73,61,75.6923788,1055,0,32,1161.153267,457.0541875,17,13,Android,4.294117647058823,19.035299459016397,32,1.0,0.7647058823529411,1038,0.9838862559241706,1
8096,retained,223,202,351.9680782,1108,71,115,1883.702529,785.0003699,16,14,iPhone,13.9375,9.325260044554454,186,1.0,0.875,1092,0.9855595667870036,0
8097,retained,30,24,137.2653092,3071,21,0,2230.19344,1696.041092,3,0,iPhone,10.0,92.92472666666669,21,1.0,0.0,3068,0.9990231195050472,0
8098,retained,247,208,321.8070752,982,254,0,4136.388254,1156.935992,16,11,iPhone,15.4375,19.886481990384617,254,1.0,0.6875,966,0.9837067209775968,0
8099,retained,139,123,258.5996701,1589,240,0,6866.707501,3625.866958,12,12,Android,11.583333333333334,55.82689025203252,240,1.0,1.0,1577,0.9924480805538074,1
8100,retained,125,102,209.3686313,3403,85,22,3537.894631,1288.754189,16,11,iPhone,7.8125,34.68524148039216,107,1.0,0.6875,3387,0.9952982662356744,0
8101,retained,27,22,34.16855009,1181,30,0,2431.093122,1382.562944,13,10,iPhone,2.076923076923077,110.50423281818183,30,1.0,0.7692307692307693,1168,0.9889923793395428,0
8102,retained,134,108,297.0661853,1878,248,21,4494.207059,1347.249361,11,11,iPhone,12.181818181818182,41.61302832407408,269,1.0,1.0,1867,0.9941427050053248,0
8103,retained,73,69,93.24513092,750,41,122,4559.070146,1732.753175,0,0,iPhone,inf,66.07348037681159,163,1.0,0.0,750,1.0,0
8104,retained,77,61,204.8258103,394,23,33,1309.089588,1030.18527,8,5,Android,9.625,21.460485049180328,56,1.0,0.625,386,0.9796954314720812,1
8105,,23,18,65.57724712,1216,0,41,1913.485914,885.3190796,31,27,iPhone,0.7419354838709677,106.304773,41,1.0,0.8709677419354839,1185,0.9745065789473684,0
8106,retained,9,9,70.0110478,1115,89,1,1774.145856,1315.083943,25,24,iPhone,0.36,197.1273173333333,90,1.0,0.96,1090,0.9775784753363228,0
8107,churned,248,199,437.835043,262,103,0,2164.45113,1015.998199,4,4,Android,62.0,10.876638844221103,103,1.0,1.0,258,0.9847328244274808,1
8108,retained,88,71,167.3782979,1040,231,0,2008.504124,845.5668302,30,21,Android,2.933333333333333,28.28879047887324,231,1.0,0.7,1010,0.971153846153846,1
8109,retained,97,79,102.1252769,231,333,36,2779.152419,2243.537669,12,12,iPhone,8.083333333333334,35.1791445443038,369,1.0,1.0,219,0.948051948051948,0
8110,retained,123,106,479.2191979,2716,699,20,6308.733545,2667.681714,27,19,iPhone,4.555555555555555,59.516354198113206,719,1.0,0.7037037037037037,2689,0.990058910162003,0
8111,retained,36,29,44.38547388,2044,27,23,3755.854294,1737.286073,17,9,iPhone,2.117647058823529,129.51221703448277,50,1.0,0.5294117647058824,2027,0.9916829745596868,0
8112,retained,18,18,23.84902936,2849,69,13,3262.866618,1991.629971,13,11,iPhone,1.3846153846153846,181.27036766666663,82,1.0,0.8461538461538461,2836,0.9954369954369956,0
8113,retained,43,36,91.32108306,1164,205,102,7250.853497,3325.568049,1,0,iPhone,43.0,201.41259713888888,307,1.0,0.0,1163,0.9991408934707904,0
8114,churned,45,36,101.1574798,678,0,38,4470.185417,1954.119166,6,5,iPhone,7.5,124.17181713888888,38,1.0,0.8333333333333334,672,0.991150442477876,0
8115,retained,118,96,188.650535,2442,19,39,2312.167275,1271.195346,19,16,iPhone,6.2105263157894735,24.08507578125,58,1.0,0.8421052631578947,2423,0.9922194922194922,0
8116,churned,4,4,206.0157569,2745,425,26,4394.098488,1282.213325,8,5,iPhone,0.5,1098.524622,451,1.0,0.625,2737,0.9970856102003643,0
8117,retained,3,3,87.76099734,2978,600,0,6833.864443,1944.46433,22,22,Android,0.1363636363636363,2277.9548143333336,600,1.0,1.0,2956,0.992612491605104,1
8118,retained,27,24,128.2519294,852,0,31,693.654049,223.6685952,9,7,Android,3.0,28.902252041666667,31,1.0,0.7777777777777778,843,0.98943661971831,1
8119,retained,71,62,221.4666965,1577,400,11,1074.819868,199.869267,24,20,iPhone,2.958333333333333,17.335804322580646,411,1.0,0.8333333333333334,1553,0.9847812301838936,0
8120,churned,61,49,110.8750607,132,258,302,4791.203359,3872.249291,1,1,iPhone,61.0,97.7796603877551,560,1.0,1.0,131,0.9924242424242424,0
8121,retained,15,12,34.7232637,116,154,20,6679.517138,3675.2573,9,5,iPhone,1.6666666666666667,556.6264281666666,174,1.0,0.5555555555555556,107,0.9224137931034484,0
8122,retained,0,0,132.3223502,89,174,104,5044.893956,2205.09406,4,0,iPhone,0.0,inf,278,1.0,0.0,85,0.9550561797752808,0
8123,churned,58,58,486.8699876,595,96,0,2890.524357,2313.442148,4,2,Android,14.5,49.83662684482759,96,1.0,0.5,591,0.9932773109243698,1
8124,retained,452,364,876.3813883,2659,62,0,4986.882058,1383.190117,24,21,iPhone,18.83333333333333,13.700225434065937,62,1.0,0.875,2635,0.9909740503948852,0
8125,retained,34,28,140.6190543,2773,0,0,10087.39708,6763.225497,3,2,iPhone,11.333333333333334,360.2641814285715,0,0.0,0.6666666666666666,2770,0.998918139199423,0
8126,retained,24,19,121.9164748,2157,69,70,2869.058733,961.3366304,21,21,iPhone,1.1428571428571428,151.00309121052632,139,1.0,1.0,2136,0.9902642559109874,0
8127,,6,6,63.78096189,1355,400,18,519.2568599,178.5439675,10,9,Android,0.6,86.54280998333333,418,1.0,0.9,1345,0.992619926199262,1
8128,retained,6,5,12.64208271,2214,106,37,4233.009041,1675.425069,30,25,Android,0.2,846.6018082,143,1.0,0.8333333333333334,2184,0.986449864498645,1
8129,retained,103,97,339.7705193,2705,452,193,1557.420792,1270.182254,26,17,Android,3.9615384615384617,16.055884453608247,645,1.0,0.6538461538461539,2679,0.9903881700554528,1
8130,churned,97,79,169.73539,796,247,177,2759.260005,1300.455114,20,14,Android,4.85,34.92734183544304,424,1.0,0.7,776,0.9748743718592964,1
8131,retained,166,135,273.9385991,709,0,30,4081.598443,1862.392014,17,17,Android,9.764705882352942,30.23406254074074,30,1.0,1.0,692,0.9760225669957688,1
8132,retained,22,18,131.5605063,1142,181,7,3071.216637,504.1084343,10,10,iPhone,2.2,170.6231465,188,1.0,1.0,1132,0.9912434325744308,0
8133,retained,42,34,723.9731572,2809,244,0,2177.488855,715.557623,20,16,iPhone,2.1,64.04378985294117,244,1.0,0.8,2789,0.992880028479886,0
8134,retained,193,163,218.1809817,3303,14,0,9426.654883,1282.824214,28,20,iPhone,6.892857142857143,57.83223854601226,14,1.0,0.7142857142857143,3275,0.9915228580078717,0
8135,,1,1,305.2036836,909,250,127,8129.833292,5625.322262,30,25,iPhone,0.0333333333333333,8129.833292,377,1.0,0.8333333333333334,879,0.966996699669967,0
8136,retained,149,123,557.9180059,2016,0,53,5261.106357,2664.20042,9,4,Android,16.555555555555557,42.77322241463414,53,1.0,0.4444444444444444,2007,0.9955357142857144,1
8137,retained,56,47,75.66578074,1101,227,9,2440.44273,1887.721658,20,16,iPhone,2.8,51.92431340425532,236,1.0,0.8,1081,0.9818346957311536,0
8138,retained,66,54,139.2335289,2944,0,84,3722.965277,1891.123775,5,0,iPhone,13.2,68.94380142592593,84,1.0,0.0,2939,0.9983016304347826,0
8139,retained,36,29,244.442574,933,20,37,2180.812916,603.4721789,29,23,Android,1.2413793103448276,75.20044537931034,57,1.0,0.7931034482758621,904,0.9689174705251876,1
8140,retained,15,12,42.10873599,3363,5,32,7926.083056,2214.31831,1,0,Android,15.0,660.5069213333334,37,1.0,0.0,3362,0.999702646446625,1
8141,churned,73,60,233.4051198,568,36,0,1452.737043,301.934278,27,18,iPhone,2.703703703703704,24.21228405,36,1.0,0.6666666666666666,541,0.9524647887323944,0
8142,retained,27,22,95.00369063,99,250,76,4292.459346,1566.151122,22,22,iPhone,1.2272727272727273,195.11178845454543,326,1.0,1.0,77,0.7777777777777778,0
8143,churned,293,236,528.1278933,2969,26,129,1465.277317,1175.083234,22,14,Android,13.318181818181818,6.208802190677966,155,1.0,0.6363636363636364,2947,0.9925900976759852,1
